date,state,city,card_provider,response_code,amount
1467050984,Missouri,Kansas City,VISA,Approved,1392.041141
1452372172,Oklahoma,Sapulpa,AMEX,Approved,1527.286898
1454186590,Ohio,Cincinnati,VISA,Approved,927.4409356
1460674433,Virginia,Ashburn,VISA,Approved,1847.756589
1466011368,California,San Francisco,MASTERCARD,Insufficient funds,948.9692838
1458662728,Wisconsin,Milwaukee,MASTERCARD,Issuer unavailable,946.4553118
1452857818,California,Menlo Park,VISA,Approved,1.749786728
1467022119,California,Menlo Park,MASTERCARD,Approved,37.90091921
1466433990,California,Menlo Park,MASTERCARD,Approved,156.6230601
1466478343,California,Mountain View,DISCOVER,Do not honor,807.4796044
1466593797,Ohio,Cincinnati,VISA,Insufficient funds,2644.609705
1465668067,California,San Francisco,MASTERCARD,Approved,118.6293243
1459894589,Illinois,Chicago,MASTERCARD,Approved,1296.81924
1456160944,Illinois,Minonk,DISCOVER,Approved,905.2413486
1457533764,Ohio,Cincinnati,AMEX,Approved,193.1890836
1452561058,California,San Francisco,VISA,Approved,1435.066012
1460459565,California,Mountain View,AMEX,Approved,2517.411654
1453522143,California,Mountain View,VISA,Approved,1057.013827
1457499108,California,Mountain View,AMEX,Approved,1637.491931
1459160572,Georgia,Augusta,DISCOVER,Approved,6099.767742
1454405857,Ohio,Cincinnati,VISA,Approved,383.243276
1466815466,New York,New York,VISA,Approved,3316.755163
1460855001,California,Mountain View,DISCOVER,Approved,889.4278545
1460532751,California,Mountain View,MASTERCARD,Approved,621.9848441
1456620825,Massachusetts,Harvard,AMEX,Approved,1036.682972
1453214709,Virginia,Ashburn,MASTERCARD,Approved,132.1461193
1465086705,California,Mountain View,MASTERCARD,Insufficient funds,1484.688631
1455015418,California,Mountain View,VISA,Approved,317.9323211
1465890015,Texas,Houston,MASTERCARD,Approved,1618.759045
1456375687,Ohio,Cincinnati,MASTERCARD,Approved,424.6957824
1466818767,California,San Francisco,AMEX,Insufficient funds,741.0064726
1453819974,California,Mountain View,AMEX,Incorrect PIN,135.7319168
1467257555,Wisconsin,Milwaukee,MASTERCARD,Approved,813.9300168
1464167789,Washington,Redmond,VISA,Approved,382.2835009
1456050877,California,San Jose,MASTERCARD,Approved,2431.139198
1457862523,California,Mountain View,AMEX,Approved,1724.600031
1456809033,California,Mountain View,VISA,Approved,1072.613749
1464688331,Washington,Redmond,VISA,Approved,2583.823206
1467314940,Washington,Redmond,VISA,Approved,2842.209983
1451779408,California,Menlo Park,AMEX,Approved,1512.75266
1464736377,California,Mountain View,VISA,Approved,2101.429435
1457541594,California,Mountain View,AMEX,Approved,6529.084885
1463528940,California,Mountain View,MASTERCARD,Approved,8813.417826
1465210774,Washington,Redmond,DISCOVER,Approved,124.4404382
1452420606,Ohio,Cincinnati,VISA,Incorrect PIN,6107.30532
1462429878,California,Mountain View,VISA,Approved,1669.096168
1452564263,California,Mountain View,DISCOVER,Approved,1355.301165
1456031417,California,Mountain View,MASTERCARD,Approved,1081.200725
1466006026,California,Mountain View,AMEX,Incorrect PIN,48.14066496
1466786823,California,Mountain View,DISCOVER,Approved,3463.891296
1457203244,Ohio,Cincinnati,VISA,Approved,2349.345232
1463066657,California,Mountain View,VISA,Approved,4889.117175
1460697773,Washington,Seattle,MASTERCARD,Approved,137.804012
1465902079,Washington,Seattle,AMEX,Approved,260.4141096
1452061511,Virginia,Ashburn,VISA,Approved,1878.086949
1461502425,Washington,Seattle,VISA,Approved,6009.785541
1454511983,California,Mountain View,VISA,Approved,39.84213081
1462123928,California,Mountain View,MASTERCARD,Approved,184.3896853
1455015328,Washington,Redmond,VISA,Approved,1353.464858
1467217344,California,Mountain View,MASTERCARD,Approved,1472.132328
1462990237,Washington,Redmond,MASTERCARD,Restricted card,795.5106643
1457280454,Virginia,Ashburn,AMEX,Approved,2735.320346
1452617221,Virginia,Roanoke,VISA,Insufficient funds,4533.600733
1456002560,Michigan,Midland,AMEX,Approved,925.9019102
1465246696,California,Mountain View,AMEX,Invalid merchant,1778.960413
1454141319,Washington,Seattle,VISA,Approved,342.1596173
1453710007,California,Mountain View,VISA,Approved,1541.592433
1467181585,Virginia,Ashburn,VISA,Approved,1821.455732
1452944104,Ohio,Cincinnati,VISA,Approved,50.86056148
1454070651,California,Mountain View,VISA,Do not honor,6143.834178
1466138162,Washington,Redmond,MASTERCARD,Approved,500.6372172
1467356721,California,Mountain View,DISCOVER,Approved,54.84146426
1463604202,Washington,Seattle,VISA,Approved,863.9482574
1463040439,Washington,Redmond,DISCOVER,Do not honor,79.11310935
1465194456,California,Mountain View,MASTERCARD,Approved,1160.811537
1459793667,California,Mountain View,MASTERCARD,Do not honor,8.058377403
1460890048,California,Mountain View,DISCOVER,Approved,749.2559442
1456214924,California,Mountain View,VISA,Approved,472.6043855
1461994458,Washington,Redmond,MASTERCARD,Approved,1982.547661
1464075758,California,Menlo Park,MASTERCARD,Insufficient funds,5512.505333
1454782803,Virginia,Ashburn,MASTERCARD,Approved,648.1451362
1452617099,California,Mountain View,AMEX,Approved,543.8882198
1457236998,California,Mountain View,VISA,Approved,1917.246643
1463335983,California,Mountain View,AMEX,Approved,85.96849353
1463672997,Virginia,Palmyra,VISA,Approved,1465.516258
1458015853,California,Sunnyvale,MASTERCARD,Approved,777.6747919
1453598394,California,Mountain View,VISA,Do not honor,6899.00071
1456770070,California,San Ramon,MASTERCARD,Invalid transaction,3115.610706
1466837083,Ohio,Cincinnati,VISA,Insufficient funds,4.678804649
1458580969,Washington,Seattle,MASTERCARD,Incorrect PIN,597.1597018
1463089116,California,Mountain View,MASTERCARD,Restricted card,16.57458017
1465271288,California,Mountain View,VISA,Approved,34.30917453
1453374899,California,San Jose,VISA,Restricted card,59.46677921
1451855615,Washington,Redmond,MASTERCARD,Approved,7966.676752
1461688850,Ohio,Cincinnati,MASTERCARD,Do not honor,3131.569718
1455654858,Washington,Redmond,MASTERCARD,Approved,220.5778619
1452429186,Ohio,Cincinnati,MASTERCARD,Approved,1788.441862
1453595175,Washington,Redmond,AMEX,Approved,186.6361184
1456732457,Virginia,Ashburn,VISA,Do not honor,2182.740701
1466810018,California,Sunnyvale,VISA,Approved,62.98997208
1461049311,California,Mountain View,VISA,Approved,1361.03727
1457494761,California,San Francisco,MASTERCARD,Incorrect PIN,2415.318892
1457533478,California,Menlo Park,MASTERCARD,Approved,1346.803738
1466202695,California,Mountain View,VISA,Approved,179.4250473
1451750810,Ohio,Cincinnati,VISA,Incorrect PIN,7075.329586
1461615624,California,San Jose,MASTERCARD,Approved,4505.945736
1453802407,Michigan,Ann Arbor,VISA,Approved,6272.047942
1463201936,California,Mountain View,AMEX,Do not honor,7929.730476
1462872476,Ohio,Cincinnati,AMEX,Insufficient funds,18.749461
1467039515,California,Mountain View,MASTERCARD,Incorrect PIN,4671.172557
1454964998,California,Mountain View,VISA,Approved,705.59185
1458783120,California,San Jose,VISA,Approved,2563.787607
1455524257,California,Mountain View,DISCOVER,Invalid transaction,3051.898363
1461740966,California,Brea,MASTERCARD,Insufficient funds,1295.131484
1464910467,California,Mountain View,VISA,Expired card,2009.933368
1461917852,California,Mountain View,AMEX,Approved,6102.216253
1453932312,Washington,Redmond,VISA,Approved,60.29925143
1458890368,California,Mountain View,VISA,Approved,1483.6096
1459025785,California,Mountain View,VISA,Approved,3437.749155
1465021140,New Jersey,Absecon,MASTERCARD,Approved,5476.634223
1455179532,California,Mountain View,AMEX,Approved,712.7804949
1454636101,Washington,Redmond,MASTERCARD,Approved,736.1892016
1461988236,California,Mountain View,VISA,Insufficient funds,14.1187395
1458525942,California,Mountain View,MASTERCARD,Approved,865.0420142
1463800879,Illinois,Arlington Heights,MASTERCARD,Approved,1142.50494
1452905856,Ohio,Cincinnati,AMEX,Do not honor,3550.745567
1457206370,Washington,Redmond,VISA,Approved,1870.116632
1453895391,New York,New York,AMEX,Pick-up card,1741.704291
1452396915,Washington,Redmond,MASTERCARD,Do not honor,5266.581112
1466631919,Washington,Redmond,VISA,Insufficient funds,1215.713463
1455099623,California,Cupertino,VISA,Incorrect PIN,79.36130252
1460823798,California,Mountain View,VISA,Approved,6.695335076
1462281497,Washington,Redmond,MASTERCARD,Approved,1208.95151
1462192635,California,Menlo Park,VISA,Approved,5089.571733
1464439714,California,Menlo Park,AMEX,Approved,3293.703885
1459809307,California,Mountain View,MASTERCARD,Approved,2375.352788
1459572357,Ohio,Cincinnati,MASTERCARD,Approved,1052.981109
1455409141,California,Mountain View,VISA,Approved,4538.648426
1459239349,California,Mountain View,MASTERCARD,Approved,400.7743417
1452253934,New Mexico,Albuquerque,MASTERCARD,Incorrect PIN,3495.371565
1456595358,Washington,Redmond,MASTERCARD,Approved,1052.501389
1454741550,Pennsylvania,Allison Park,MASTERCARD,Approved,25.30147956
1466409550,Washington,Seattle,DISCOVER,Approved,1700.103783
1460614899,California,Menlo Park,MASTERCARD,Approved,1517.163009
1453025593,California,Menlo Park,MASTERCARD,Approved,1537.466054
1465105042,Michigan,Ann Arbor,MASTERCARD,Do not honor,1630.158139
1451975894,California,Mountain View,MASTERCARD,Incorrect PIN,273.4324307
1459305973,California,Mountain View,DISCOVER,Approved,2396.814895
1459923760,Florida,Gainesville,VISA,Approved,6516.946317
1462989761,Florida,Cape Coral,VISA,Incorrect PIN,3096.739807
1465839855,Ohio,Cincinnati,VISA,Approved,100.481506
1459535103,California,Mountain View,MASTERCARD,Do not honor,218.2641911
1458590020,California,Mountain View,VISA,Approved,2179.303507
1458626630,California,Berkeley,AMEX,Do not honor,499.4953157
1454662870,Maryland,Baltimore,DISCOVER,Incorrect PIN,3676.835896
1457469122,Ohio,Cincinnati,VISA,Approved,3136.449084
1463792625,California,Menlo Park,VISA,Approved,1595.084516
1464474944,California,Mountain View,VISA,Do not honor,1993.281698
1461762594,California,San Francisco,MASTERCARD,Approved,1520.921477
1459913315,California,San Francisco,DISCOVER,Do not honor,1859.393759
1454166455,Florida,Miami,VISA,Approved,60.02552207
1467023851,California,Santa Rosa,MASTERCARD,Do not honor,102.8048864
1466446914,California,Menlo Park,MASTERCARD,Approved,672.1144358
1459306107,California,Mountain View,AMEX,Approved,1415.636459
1460328728,California,Sunnyvale,VISA,Approved,3444.691745
1465951680,California,Mountain View,MASTERCARD,Approved,188.3263419
1462529860,Florida,Orlando,MASTERCARD,Approved,1850.049609
1457823154,Washington,Seattle,VISA,Approved,2847.824956
1456707979,Ohio,Cincinnati,VISA,Approved,290.4061202
1464483668,Illinois,Highland Park,MASTERCARD,Do not honor,2062.280031
1464144385,Washington,Seattle,VISA,Insufficient funds,1001.753752
1452346885,Washington,Redmond,DISCOVER,Incorrect PIN,37.46472314
1461648715,Washington,Redmond,MASTERCARD,Approved,187.6379199
1465032758,Washington,Redmond,AMEX,Do not honor,1094.368121
1455679129,Washington,Redmond,VISA,Approved,1377.810367
1453231007,Washington,Redmond,AMEX,Incorrect PIN,1117.807069
1453092188,Ohio,Cincinnati,MASTERCARD,Approved,1135.309834
1463267723,California,Mountain View,VISA,Approved,12.66871207
1452584880,Washington,Redmond,MASTERCARD,Approved,2982.759737
1463605666,California,Menlo Park,MASTERCARD,Do not honor,383.8713143
1453721887,Ohio,Cincinnati,AMEX,Approved,1467.272618
1452794041,Washington,Redmond,MASTERCARD,Pick-up card,329.9675624
1456393878,Washington,Redmond,MASTERCARD,Invalid transaction,944.4904658
1462591130,Washington,Seattle,MASTERCARD,Approved,4.603360096
1463668400,Washington,Redmond,AMEX,Approved,1975.710675
1465599503,Missouri,Kansas City,VISA,Do not honor,670.6188837
1454366194,New York,Brooklyn,AMEX,Approved,353.6398035
1462726180,Ohio,Cincinnati,MASTERCARD,Approved,3535.06094
1454468769,California,San Jose,VISA,Do not honor,515.6942411
1465548824,California,Menlo Park,VISA,Approved,1957.5889
1463586280,California,Menlo Park,MASTERCARD,Approved,4711.98571
1459004917,Washington,Redmond,MASTERCARD,Approved,2073.083186
1453861431,Ohio,Cincinnati,VISA,Do not honor,313.0030776
1459009324,Washington,Seattle,VISA,Insufficient funds,49.41781333
1452009403,Washington,Redmond,VISA,Approved,2826.668584
1454198022,Virginia,Ashburn,VISA,Approved,2613.195927
1458105526,Washington,Redmond,MASTERCARD,Do not honor,656.4547599
1461520965,Washington,Seattle,AMEX,Invalid transaction,273.4559523
1459468820,Oklahoma,Tulsa,AMEX,Insufficient funds,3206.845575
1454871238,Ohio,Cincinnati,MASTERCARD,Approved,6623.114988
1453003521,Washington,Redmond,MASTERCARD,Approved,490.7469106
1457433296,California,Menlo Park,MASTERCARD,Approved,2969.836748
1459297355,Washington,Seattle,MASTERCARD,Approved,6737.766054
1453042264,California,Mountain View,MASTERCARD,Do not honor,103.0271379
1456477171,California,Mountain View,MASTERCARD,Invalid transaction,3657.876788
1457494669,Washington,Redmond,MASTERCARD,Insufficient funds,185.7364465
1454911864,Ohio,Cincinnati,MASTERCARD,Incorrect PIN,1578.733912
1453723845,Washington,Redmond,VISA,Approved,7381.956876
1462284707,Illinois,Wilmette,VISA,Do not honor,3444.350319
1459479329,New York,Brooklyn,AMEX,Approved,50.19022192
1455410561,Washington,Redmond,VISA,Approved,184.0780491
1460969530,California,Menlo Park,AMEX,Approved,10106.72779
1461970184,Missouri,Kansas City,VISA,Do not honor,1377.54353
1453460490,Washington,Redmond,VISA,Invalid transaction,31.08112272
1462223449,Washington,Redmond,VISA,Insufficient funds,213.9555984
1461852093,Washington,Seattle,AMEX,Approved,6297.982724
1462432281,Washington,Redmond,VISA,Approved,293.8808368
1455501287,California,Menlo Park,AMEX,Approved,283.6840479
1456504046,Georgia,Duluth,MASTERCARD,Approved,222.5845665
1458036423,California,Mountain View,MASTERCARD,Approved,1716.471377
1466787411,Washington,Redmond,VISA,Approved,3279.597961
1453117099,Washington,Redmond,MASTERCARD,Do not honor,4138.836674
1463661728,Washington,Redmond,MASTERCARD,Approved,1913.725838
1466239094,Ohio,Cincinnati,VISA,Approved,140.8006083
1461616270,California,Mountain View,VISA,Approved,396.5809744
1454634647,New York,New York,VISA,Insufficient funds,192.0941909
1453485116,California,Mountain View,AMEX,Approved,1630.622441
1454117179,California,Mountain View,MASTERCARD,Issuer unavailable,3319.646547
1453480017,Virginia,Ashburn,AMEX,Approved,1133.663535
1459670513,Washington,Seattle,VISA,Issuer unavailable,172.7395937
1460149779,California,Mountain View,AMEX,Approved,4875.574905
1466549029,California,Mountain View,VISA,Approved,3051.47382
1458209363,Rhode Island,Little Compton,MASTERCARD,Approved,778.3392178
1457620815,California,Mountain View,AMEX,Approved,1877.053715
1458635412,California,Mountain View,VISA,Approved,6194.9242
1457827759,Washington,Redmond,DISCOVER,Expired card,42.67547456
1460579831,California,Menlo Park,VISA,Incorrect PIN,7630.294726
1461085486,California,Menlo Park,AMEX,Approved,3760.484623
1453104864,Washington,Redmond,MASTERCARD,Do not honor,1217.945635
1453188856,California,Mountain View,MASTERCARD,Issuer unavailable,95.59323477
1452983707,New York,New York Mills,AMEX,Approved,3981.983449
1457259227,New Jersey,Parsippany,MASTERCARD,Insufficient funds,1873.989191
1456006951,Virginia,Ashburn,MASTERCARD,Issuer unavailable,3920.212375
1467143785,Ohio,Cincinnati,VISA,Approved,2265.461391
1452353612,Florida,Miami,AMEX,Approved,1999.832797
1464913340,Washington,Redmond,AMEX,Approved,2236.177338
1465356004,California,Sunnyvale,DISCOVER,Do not honor,584.9163867
1456523676,Ohio,Cincinnati,MASTERCARD,Insufficient funds,604.1695244
1452107618,California,Mountain View,MASTERCARD,Issuer unavailable,1.932981087
1451897541,California,Mountain View,VISA,Approved,6275.164994
1463593829,California,Mountain View,AMEX,Do not honor,2658.372168
1453378610,Ohio,Cincinnati,VISA,Issuer unavailable,280.6068646
1462207848,Washington,Redmond,VISA,Approved,217.5696526
1466615011,Washington,Redmond,MASTERCARD,Incorrect PIN,1355.895317
1451852495,Washington,Redmond,VISA,Issuer unavailable,526.7876668
1464086545,Illinois,Lombard,MASTERCARD,Approved,933.4355197
1458520836,California,Mountain View,MASTERCARD,Approved,194.5777808
1457947871,California,Mountain View,VISA,Do not honor,47.36329252
1456916275,California,Mountain View,DISCOVER,Incorrect PIN,12872.32593
1461720159,California,San Jose,MASTERCARD,Issuer unavailable,1155.698079
1459339609,Ohio,Cincinnati,VISA,Approved,3870.112994
1462653516,Ohio,Cincinnati,MASTERCARD,Approved,1993.929111
1467277240,California,Mountain View,VISA,Approved,411.1744316
1466567054,California,Mountain View,MASTERCARD,Do not honor,225.1150534
1466352893,Washington,Seattle,MASTERCARD,Invalid amount,1280.148765
1463784353,Washington,Redmond,AMEX,Insufficient funds,174.2445722
1452055965,California,Mountain View,VISA,Approved,60.99194531
1452809190,California,Mountain View,AMEX,Do not honor,1773.568001
1456110855,California,Mountain View,VISA,Invalid transaction,9.088329117
1460704096,California,San Francisco,MASTERCARD,Insufficient funds,3802.418412
1462541010,California,Menlo Park,AMEX,Incorrect PIN,372.3687679
1453222661,Virginia,Ashburn,VISA,Approved,200.6525622
1467017696,New Jersey,Absecon,VISA,Issuer unavailable,4781.23947
1459038965,Virginia,Ashburn,DISCOVER,Approved,1811.81426
1463805735,Washington,Redmond,MASTERCARD,Insufficient funds,416.2293197
1464700939,Ohio,Cincinnati,VISA,Approved,1283.595692
1462797310,California,Menlo Park,VISA,Approved,92.68279381
1465388401,Illinois,Chicago,AMEX,Approved,1864.033015
1465720184,California,Mountain View,VISA,Approved,314.675765
1460531018,Virginia,Chantilly,VISA,Approved,156.3523045
1452766988,California,Mountain View,MASTERCARD,Approved,1979.427922
1452549483,Ohio,Cincinnati,VISA,Approved,1692.274175
1457199846,Florida,Miami,MASTERCARD,Approved,2338.740614
1458269732,Washington,Redmond,AMEX,Approved,53.53244159
1461203257,Washington,Seattle,AMEX,Approved,1253.596189
1466865349,Nevada,Las Vegas,AMEX,Insufficient funds,4199.968847
1455821580,New Jersey,Woodbridge,AMEX,Approved,11785.72137
1453248739,California,San Francisco,AMEX,Approved,1718.576739
1459011273,New York,New York,VISA,Approved,1618.922086
1457363487,Washington,Redmond,MASTERCARD,Approved,618.0874212
1453691483,Virginia,Ashburn,DISCOVER,Approved,2319.733491
1458039627,California,Sunnyvale,VISA,Approved,1125.956121
1462208416,Ohio,Cincinnati,AMEX,Approved,6085.023808
1456393971,California,Mountain View,MASTERCARD,Approved,565.1436243
1466588519,North Carolina,Rural Hall,VISA,Insufficient funds,1426.845997
1455682316,California,Mountain View,MASTERCARD,Approved,165.4546891
1464042208,California,Mountain View,MASTERCARD,Approved,1433.294125
1456212233,California,Carlsbad,DISCOVER,Approved,3239.696941
1464389379,Ohio,Cincinnati,MASTERCARD,Approved,2362.05979
1456204278,Washington,Seattle,AMEX,Approved,930.9772801
1457992422,Virginia,Ashburn,MASTERCARD,Approved,1497.499463
1453684529,Florida,West Palm Beach,VISA,Approved,2099.751009
1463304686,Virginia,Ashburn,AMEX,Approved,2056.502114
1458019062,California,Santa Clarita,MASTERCARD,Approved,337.2911877
1464305487,California,Mountain View,VISA,Approved,138.1653301
1463558102,California,Mountain View,AMEX,Approved,816.3801596
1464057461,Texas,Brownsville,DISCOVER,Approved,19.06496961
1459655676,New Jersey,Cherry Hill,MASTERCARD,Approved,1230.22853
1455955007,Virginia,Fairfax Station,VISA,Insufficient funds,2326.755993
1456344881,Texas,Little Elm,VISA,Approved,157.3160045
1463316619,Alabama,Anniston,AMEX,Approved,43.74435013
1464551009,Virginia,Ashburn,VISA,Approved,451.3495229
1462285987,Ohio,Loveland,DISCOVER,Approved,479.8304678
1466514770,California,San Francisco,MASTERCARD,Approved,845.2881305
1461257538,Michigan,Grosse Pointe,AMEX,Approved,400.2430258
1454689407,Ohio,Cincinnati,AMEX,Approved,358.690635
1460567132,Louisiana,Doyline,VISA,Approved,171.8675952
1463759202,California,Menlo Park,MASTERCARD,Insufficient funds,112.0868368
1456680002,Ohio,Cincinnati,AMEX,Approved,798.7055259
1460511783,Washington,Redmond,VISA,Approved,329.934155
1461472855,Washington,Redmond,MASTERCARD,Approved,254.6942043
1457882692,Washington,Redmond,MASTERCARD,Approved,1277.985104
1455877470,Massachusetts,Natick,VISA,Approved,1358.514992
1462572116,New York,Tappan,MASTERCARD,Approved,3300.659819
1459398159,Ohio,Cincinnati,VISA,Approved,304.3609118
1461662076,California,Mountain View,AMEX,Approved,1523.81727
1461053525,California,Sunnyvale,MASTERCARD,Insufficient funds,251.6740401
1454769584,California,Menlo Park,DISCOVER,Approved,1999.136061
1457380344,Illinois,Chicago,AMEX,Approved,1978.729798
1462496095,Ohio,Cincinnati,VISA,Approved,1260.9151
1452173334,Massachusetts,Amherst,MASTERCARD,Insufficient funds,2322.650763
1460506015,California,Mountain View,MASTERCARD,Approved,77.51981188
1454809442,California,Menlo Park,VISA,Approved,7383.772529
1462766127,New York,New York,VISA,Approved,1313.938567
1465321522,California,Mountain View,VISA,Approved,1937.929379
1463185060,Illinois,Chicago,DISCOVER,Approved,3003.895958
1456858004,New York,Brooklyn,MASTERCARD,Approved,2141.521585
1451911813,Ohio,Cincinnati,AMEX,Approved,3171.073367
1464384629,California,Mountain View,VISA,Approved,1026.674164
1465009688,California,Mountain View,MASTERCARD,Approved,740.8874733
1464488635,California,Mountain View,MASTERCARD,Approved,1378.202188
1454231566,California,Mountain View,MASTERCARD,Approved,515.0441196
1456622430,California,Mountain View,VISA,Approved,703.208571
1462477644,Virginia,Ashburn,VISA,Approved,2818.096859
1467144656,Florida,Coral Gables,VISA,Insufficient funds,49.95042056
1456210037,Virginia,Ashburn,AMEX,Approved,2040.721705
1455217246,Wisconsin,Milwaukee,MASTERCARD,Approved,3491.121412
1451767361,New York,New York,VISA,Approved,297.5585136
1463437691,Washington,Seattle,MASTERCARD,Approved,1445.544661
1455102732,Virginia,Ashburn,VISA,Approved,2910.675554
1452291602,California,San Francisco,VISA,Approved,780.462935
1461885824,California,Mountain View,AMEX,Approved,943.2108424
1463279108,Virginia,Ashburn,VISA,Insufficient funds,279.4639177
1458640174,Washington,Redmond,MASTERCARD,Approved,914.5767022
1460910735,Virginia,Ashburn,VISA,Approved,386.1770999
1451896751,Virginia,Ashburn,AMEX,Approved,778.3183273
1459238933,Ohio,Cincinnati,VISA,Approved,2768.118556
1453113521,Virginia,Ashburn,VISA,Approved,859.9376009
1464806209,Ohio,Cincinnati,MASTERCARD,Approved,116.1053294
1459688241,Washington,Seattle,MASTERCARD,Approved,407.7582938
1454154455,California,Mountain View,DISCOVER,Approved,4.584443213
1456294745,California,Mountain View,AMEX,Incorrect PIN,1967.790141
1462231216,California,Mountain View,AMEX,Approved,652.3211154
1459048354,California,Mountain View,AMEX,Approved,730.6518646
1467233946,Washington,Seattle,MASTERCARD,Approved,6601.616025
1459379008,California,Mountain View,AMEX,Approved,5568.545548
1466143153,California,Mountain View,VISA,Approved,1032.905049
1457400892,California,Mountain View,MASTERCARD,Approved,5529.067576
1465629195,Virginia,Ashburn,VISA,Insufficient funds,1088.493733
1457194193,Washington,Seattle,VISA,Approved,19.22960602
1455047104,New York,New York,VISA,Approved,3335.319056
1462077065,Washington,Seattle,AMEX,Approved,169.6612335
1457225730,Washington,Seattle,MASTERCARD,Approved,174.6848601
1451726819,Ohio,Cincinnati,MASTERCARD,Approved,1770.790147
1463639761,New Jersey,Matawan,MASTERCARD,Approved,1477.335179
1456047506,Michigan,Ann Arbor,VISA,Approved,884.3257823
1456395649,California,Mountain View,AMEX,Approved,2136.002099
1463483417,California,Mountain View,AMEX,Approved,5558.971413
1464347226,California,Mountain View,VISA,Approved,1183.780009
1452270475,California,Menlo Park,MASTERCARD,Approved,1744.701574
1454139356,California,Menlo Park,MASTERCARD,Incorrect PIN,2.129007613
1461240085,Washington,Seattle,MASTERCARD,Approved,1173.738642
1454237851,California,Mountain View,AMEX,Approved,997.256982
1460144460,California,Mountain View,VISA,Insufficient funds,1051.908831
1456496352,California,Menlo Park,AMEX,Approved,1758.810102
1467139598,Washington,Seattle,AMEX,Do not honor,1865.648342
1453386405,Virginia,Ashburn,VISA,Approved,855.521475
1451884402,Illinois,Chicago,VISA,Insufficient funds,7304.758277
1453276324,Idaho,Meridian,MASTERCARD,Approved,14.30293173
1465414614,Washington,Seattle,VISA,Approved,209.0924923
1462614651,Illinois,Lombard,VISA,Insufficient funds,955.2829367
1454563389,Virginia,Ashburn,DISCOVER,Approved,817.9924795
1464400229,California,Mountain View,MASTERCARD,Invalid card number,4410.270114
1458666139,California,Mountain View,VISA,Approved,1305.342977
1459681018,Virginia,Ashburn,DISCOVER,Do not honor,2584.885848
1466954905,California,Menlo Park,AMEX,Lost card - pick-up,7201.152643
1467084401,Washington,Seattle,VISA,Incorrect PIN,463.7145786
1461043765,Ohio,Cincinnati,AMEX,Approved,76.93203233
1466304415,New York,Brooklyn,MASTERCARD,Approved,68.9750069
1463930118,Ohio,Cincinnati,VISA,Approved,6099.955751
1465375317,California,Mountain View,VISA,Invalid card number,7509.002745
1465879947,Virginia,Ashburn,MASTERCARD,Approved,2354.241113
1461366701,Ohio,Cincinnati,VISA,Approved,4601.256373
1454777986,California,Mountain View,VISA,Insufficient funds,612.5503835
1455450379,California,Mountain View,MASTERCARD,Approved,969.8776308
1453226936,California,Menlo Park,VISA,Insufficient funds,442.5691869
1455619608,California,Mountain View,AMEX,Approved,592.6004805
1463524799,Ohio,Cincinnati,MASTERCARD,Approved,1064.238993
1455729703,California,San Jose,VISA,Insufficient funds,566.8243511
1459498725,Ohio,Cincinnati,MASTERCARD,Approved,1071.237464
1453411151,Washington,Redmond,AMEX,Insufficient funds,1672.824947
1461064112,California,Menlo Park,VISA,Approved,549.2821633
1462750770,Washington,Seattle,VISA,Approved,434.1121328
1459026685,California,Mountain View,MASTERCARD,Approved,4633.847043
1461560593,Nevada,Las Vegas,VISA,Approved,1658.006629
1452456727,New York,New York,DISCOVER,Insufficient funds,1082.680015
1452282867,Washington,Seattle,AMEX,Approved,826.8889204
1460832106,California,Sunnyvale,VISA,Insufficient funds,2508.125661
1455333623,California,Menlo Park,MASTERCARD,Approved,1127.969299
1460799277,California,Mountain View,AMEX,Approved,953.7873756
1461620935,California,Mountain View,MASTERCARD,Approved,2299.795269
1453132748,Ohio,Cincinnati,MASTERCARD,Approved,612.5797276
1460775085,New Jersey,Absecon,MASTERCARD,Approved,3001.117017
1458171892,Washington,Redmond,VISA,Approved,2293.531396
1461568861,Virginia,Ashburn,AMEX,Approved,68.36093203
1466769959,California,Sunnyvale,VISA,Approved,2170.875665
1458741924,Ohio,Cincinnati,MASTERCARD,Approved,276.2730453
1465746911,Washington,Redmond,MASTERCARD,Approved,403.8469524
1454671416,Washington,Redmond,AMEX,Insufficient funds,1374.031542
1454329422,California,Mountain View,AMEX,Approved,225.9896132
1457409785,California,Mountain View,AMEX,Approved,5170.160991
1459904212,Illinois,Gurnee,AMEX,Approved,2141.995958
1455913860,Washington,Redmond,VISA,Approved,2430.185481
1453307701,Washington,Redmond,VISA,Approved,1730.418303
1457560102,Washington,Redmond,VISA,Approved,758.0908906
1453828168,Washington,Redmond,AMEX,Approved,827.1655893
1458881145,Ohio,Cincinnati,VISA,Approved,136.7156752
1467271719,Virginia,Ashburn,VISA,Approved,52.84878444
1461804672,California,Sunnyvale,AMEX,Approved,451.0657214
1456957167,California,San Jose,VISA,Approved,222.3192368
1452500711,California,Mountain View,MASTERCARD,Insufficient funds,3801.807049
1457301137,California,Mountain View,AMEX,Approved,3005.437773
1462487573,New York,New York,AMEX,Insufficient funds,8065.074484
1463500183,Ohio,Cincinnati,AMEX,Approved,103.2077285
1460657424,California,San Francisco,MASTERCARD,Approved,4994.206891
1466224713,Washington,Seattle,VISA,Approved,533.882442
1458554460,New Jersey,Absecon,MASTERCARD,Insufficient funds,201.8665227
